iteration,loss
0,2.318157434463501
1,0.5580291748046875
2,0.353619784116745
3,0.46779561042785645
4,0.9505643844604492
5,0.5115252137184143
6,0.8765057325363159
7,0.40400710701942444
8,0.5141542553901672
9,0.4324173033237457
10,0.32641613483428955
11,1.3732578754425049
12,1.0143895149230957
13,0.24244819581508636
14,0.9597933888435364
15,0.9905198216438293
16,1.1705464124679565
17,0.2745135724544525
18,0.46669846773147583
19,0.3178771734237671
20,0.8980381488800049
21,0.5642861723899841
22,0.36381494998931885
23,0.7542638778686523
24,1.0066092014312744
25,0.6187754273414612
26,0.5078826546669006
27,0.5691679120063782
28,0.5042583346366882
29,1.016717553138733
30,0.392263799905777
31,0.5790556073188782
32,1.121132254600525
33,0.8270647525787354
34,0.5300338268280029
35,0.4958547055721283
36,0.6992917060852051
37,0.4172998368740082
38,0.4344625771045685
39,0.8428369164466858
40,0.5740755200386047
41,0.8104569315910339
42,0.6845749020576477
43,0.3185243308544159
44,1.0096690654754639
45,0.7269322276115417
46,0.31977230310440063
47,0.620697021484375
48,0.42727816104888916
49,0.6263924837112427
50,0.4650958478450775
51,0.4579215347766876
52,0.4175206124782562
53,0.6257517337799072
54,0.5410845279693604
55,0.6504413485527039
56,0.38319486379623413
57,0.5576814413070679
58,0.170942485332489
59,0.953832745552063
60,0.2336045354604721
61,0.9917734265327454
62,0.5493491291999817
63,0.9196308851242065
64,0.19728168845176697
65,0.5661473870277405
66,0.5949968099594116
67,0.6734011173248291
68,0.7015991806983948
69,0.42607977986335754
70,0.27294763922691345
71,0.8812904953956604
72,0.5069606304168701
73,0.6734457015991211
74,0.8860689401626587
75,0.8761573433876038
76,0.44230136275291443
77,0.573111891746521
78,0.4511682391166687
79,0.4286969006061554
80,0.6068653464317322
81,0.2978183925151825
82,0.7336209416389465
83,0.23822075128555298
84,0.9677927494049072
85,0.88090580701828
86,0.6011528372764587
87,0.5200329422950745
88,1.0006836652755737
89,0.8373187780380249
90,0.581926167011261
91,0.44870710372924805
92,0.7678981423377991
93,0.5670297741889954
94,0.46589457988739014
95,0.46261894702911377
96,0.3174346685409546
97,0.4016231894493103
98,0.855063259601593
99,0.4943881928920746
100,0.6210212707519531
101,0.14623139798641205
102,0.27717941999435425
103,0.609127402305603
104,1.0206857919692993
105,0.5590744018554688
106,0.5293608903884888
107,0.7082589864730835
108,0.4192006289958954
109,0.22529460489749908
110,0.3777782618999481
111,0.45949679613113403
112,0.8701898455619812
113,0.5336822271347046
114,0.4711361229419708
115,0.8685514330863953
116,0.5169278979301453
117,0.3999987542629242
118,0.6780133843421936
119,0.8478387594223022
120,0.7329267859458923
121,0.9623411297798157
122,0.4410489797592163
123,0.4658033549785614
124,0.8563728332519531
125,1.04613196849823
126,0.6967653036117554
127,0.574163556098938
128,0.8429455757141113
129,0.722625732421875
130,0.8042571544647217
131,0.390797883272171
132,0.4659102261066437
133,0.6618689298629761
134,0.49144089221954346
135,0.5649145841598511
136,0.41344353556632996
137,0.22615265846252441
138,0.5056421756744385
139,0.9022258520126343
140,0.5876897573471069
141,0.5877382755279541
142,0.5311295986175537
143,0.4111000895500183
144,0.1864154040813446
145,0.5360164046287537
146,0.7857420444488525
147,0.6442961096763611
148,0.5224119424819946
149,0.6562034487724304
150,0.27266010642051697
151,0.49736160039901733
152,0.28101846575737
153,0.5819088220596313
154,0.5385715365409851
155,0.6176159381866455
156,0.5504356622695923
157,0.4189521372318268
158,0.1492389291524887
159,1.006636619567871
160,0.3534715175628662
161,0.41596582531929016
162,0.7868808507919312
163,0.24071750044822693
164,0.23391516506671906
165,0.6807530522346497
166,0.5409445762634277
167,0.7952563762664795
168,0.5583580732345581
169,0.3301926255226135
